,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
224,224,Boddam - Fast Lomond Hill - Ezghth Report,,granite - trap,,,height above sea level : 1075 feet,,,1,knoll - pebbles,,3,800
225,225,Boddam - Auchluisky Hill,,red granite - Granite - gneiss,,,height above sea level : 1025 feet,W.N. - W.,,1,,W. Carmyllie.,4,800
226,226,Boddam - Benty Knowe - Auchluisky Hill,,red granite,,,,,,1,,,5,800
227,227,Boddam - Bencleuch - Ben Lomond,,white quartz,,,height above sea level : 2200 feet - height above sea level : 2240 feet,,,2,,Heddle,7,800
228,228,Boddam - Loch Earn - Glen Falloch,,gneiss,,,,,,1,,,8,800
229,229,Boddam - Alva - Silver - Tillicoultry Glens,,granite - mica - schist,,,,,,1,,Airlie,9,800
230,230,Boddam - N.W,8 x 4 x 24,Whinstone - Granite - sienitic - gneiss,,,,N.W.,,1,,,2,800
231,231,Boddam - Fast Lomond Hill - Ezghth Report,,granite - trap,,,height above sea level : 1075 feet,,,1,knoll - pebbles,,3,800
232,232,Boddam - Auchluisky Hill,,red granite - Granite - gneiss,,,height above sea level : 1025 feet,W.N. - W.,,1,,W. Carmyllie.,4,800
233,233,Boddam - Edinburgh - Session,13 x 10 x 8,trap,,,,"E. - W., - N. - W,",,1,,E. and W.,1,801
234,234,Boddam - Earl of Airlie’ - N.W,,Mica - schist,,,,N.W.,,1,,,2,801
235,235,Boddam - Farnell. - Boulder - N.W,,,,,,N.W.,,1,,,3,801
236,236,Boddam - Farnell. - Boulder - N.W,,granite,,,,,,2,,,4,801
237,237,Boddam - Kirriemuir. - Aberdeenshire,,,,,,,,1,,,6,801
238,238,Boddam - *Gows of Gowrie.”,,mica - schist,,,,,,1,,,8,801
239,239,Boddam - Menmuir.,,granite,,,,,,2,,,9,801
240,240,Boddam - On Garnock - Sunnyside Hill - N.W,,red shale,,,,"W, - N. - N.W.",,1,,,10,801
241,241,Boddam - Pitscandly Hill - Old Red Sandstone,13 x 7 x 7,Mica - slate - Sandstone,,,,W.N.W.,,1,,Charles Lyall,11,801
242,242,"Boddam - St Vigeans. - Gneiss - N.W - ““Johnny Moat,”",,Gneiss - gneiss - granite,,,,N.W.,,1,,Johnny Moat,12,801
243,243,Boddam - Drylaw Farm,53 x 3,,,,,"N.N.W. - N.W. - N.N. - W,",,1,clay,,1,802
244,244,Boddam - Garlton Hill,,shale - greenstone - granite,,,,W. - N.,,1,clay - pebbles,,2,802
245,245,Boddam - A C - E.N.E.,,,,,,"E.N.E., - W.N.W. - E.S.E.",,1,,,3,802
246,246,Boddam - Garlton Hill,,shale - greenstone - granite,,,,W. - N.,,1,clay - pebbles,,2,802
247,247,Boddam,,,,,,E. - W.,,1,pebbles,,2,803
248,248,Boddam,,,,,,,,1,pebbles,,1,804
249,249,Boddam - Tantallan Castle,,basalt - porphyry,,,,"N. - E,",,1,,,3,806
250,250,Boddam - HEBRIDES,13 x 8 x 8 - Height : 8 feet,quartz - hornblende - schist,,,height above sea level : 300 feet,,,4,bed - yellow clay,Islay.,8,806
251,251,Boddam - Kingston - North Berwick - Arnahoo Farm - Port Askaig,,red granite - porphyry,,,height above sea level : 228 feet,N.,,1,,,2,806
252,252,Boddam - Tantallan Castle,,basalt - porphyry,,,,"N. - E,",,1,,,3,806
253,253,Boddam - Persibus Farm - Port Askaig - Islay,,,,,height above sea level : 228 feet,,,4,,,4,806
254,254,Boddam - Persibus,Height : 1 feet,,,,height above sea level : 410 feet,,,1,,,6,806
255,255,Boddam - Bridgend - Port Helen,,,,,,,,1,,,7,806
256,256,Boddam - HEBRIDES,13 x 8 x 8 - Height : 8 feet,quartz - hornblende - schist,,,height above sea level : 300 feet,,,4,bed - yellow clay,Islay.,8,806
257,257,Boddam - Murray.—Shores,,granite,,,,,,1,,,2,807
258,258,Boddam - *Fingal's Putting Stone.”,,,,,,,,1,,,3,807
259,259,Boddam - Kiloran - N.W.,,,,,,N.W.,,1,,,4,807
260,260,Boddam - Colonsay,,granite,,,,,,1,,,6,807
261,261,Boddam - Oronsay Island - Kiloran Bay - Colonsay,,granite,,,,"N.N.W,,",,1,,,7,807
262,262,Boddam - Oronsay - Colonsay,,granite - quartzite - red sand,,,,,,1,red sand,,9,807
263,263,Boddam - Torloisk - Tobermory - Duns,,granite - gneiss - quartzite,,,,N. - S.,,1,,Mull.,10,807
264,264,Boddam - North Mull - N.W - Runa - Gal - Mishnish - Glen Frisa,,,,,,"N.W,, - S.E.",,1,,,11,807
265,265,Boddam - Spyon More,,granite,,,height above sea level : 2435 feet,,,1,,,12,807
266,266,Boddam,,,,,,,,1,,,1,808
267,267,Boddam - Iona.,24 x 18 x 6,granite,,,,N.W. - E.S.E.,,1,,Duke of Argyll,2,808
268,268,Boddam - Iona,,red granite - slate,,,,"N.E.,",,1,clay,,4,808
269,269,Boddam - N.E. of Cathedral,,granite,,weight : 20 tons,,N.E.,,1,,,5,808
270,270,Boddam - S.W.,,granite,,,height above sea level : 300 feet,S.W.,,1,,,7,808
271,271,Boddam - Iona,,,,,,N.E. - E.N.E.,,1,,,9,808
272,272,Boddam - N.N.W. - “Dun I”,,red granite,,,height above sea level : 230 feet - height above sea level : 400 tons cubic,N.N.W.,,1,,,11,808
273,273,Boddam,,red granite,,,height above sea level : 400 feet,,,1,,,2,809
274,274,Boddam - Dun I” Hill - Ross of Mull - ‘“Dun I”,,red granite,,,height above sea level : 400 feet,S.S.E.,,1,,"Allan M‘Donald, Ross",3,809
275,275,Boddam - “Dun I.”,,red granite - gneiss - slate,,,,,,1,clay,,5,809
276,276,Boddam - Dun I” Hill - “Dun I”,,,,,,,,1,,,6,809
277,277,Boddam - Dun I” Hill - “Dun I”,,granite,,,,,,1,,"Stewart, Coll, Convener, Captain Stewart",7,809
278,278,Boddam - Coll - Iona - “Dun I”,,granite - gneiss,,,,,,1,,Coll,8,809
279,279,Boddam - Iona,high : 100 feet,Conglomerate,,,,,,1,,Macculloch,9,809
280,280,Boddam,,red granite - blue trap,,,,,,1,,Stajfa,2,810
281,281,Boddam - Staffa,,red granite - gneiss - quartzite,,,,,,1,,,3,810
282,282,Boddam - Staffa,high : 36 feet,,,,,,,1,,,4,810
283,283,Boddam - Atlantic,,,,,,"N. - W,",,1,knoll,,7,810
284,284,Boddam - Atlantic,11 x 8 x 5,,,,,"W.N. - W,",,1,knoll,,8,810
285,285,Boddam - S.,9 x 4,granite - gneiss,,,height above sea level : 360 feet,"W. - N, - S. - N.N.W,",,1,knoll,,9,810
286,286,Boddam - N.W. - S.W.,8 x 7 x 5 - height : 5 feet,,,,height above sea level : 365 feet,N.W. - N. - S.W.,,1,knoll,,10,810
287,287,Boddam - N.W. - S.W.,,,,,,,,2,,,11,810
288,288,Boddam - Haynish Hill - N.W - E. and S.E.,,,,,,"W, - N.W, - E. - S.E.",,1,,,12,810
289,289,Boddam - Edinburgh - Session,10 x 6 x 6,gneiss,,,,,,1,knoll,,1,811
290,290,"Boddam - N.E. - Barra - Tiree - *“The Giant’s Pebbles,”",,,,,,N.E. - N.W.,,1,knoll - Pebbles,,2,811
291,291,Boddam - N. - S. - N.W - S.E.,,,,,height above sea level : 130 feet,"N. - S. - N.W, - S.E.",,1,,,3,811
292,292,Boddam - Visited Bein Hoch - N.W.,,,,,height above sea level : 290 feet,"N.W.,",,2,,Coll.,5,811
293,293,Boddam - N.W.,16 x 20 x 13,,,weight : 308 tons,height above sea level : 80 feet,N.W.,,1,,,6,811
294,294,Boddam - N.W.,,granite - gneiss,,,,,,1,,,7,811
295,295,Boddam - N.W.,,,,,,,,1,,,9,811
296,296,Boddam - Grassipol,high : 30 feet,,,,,S.E. - S.E.. - N.W.,,1,,,10,811
297,297,Boddam - Grassipol,,,,,,,,1,knoll,,11,811
298,298,Boddam - Arinagour - N.W. - Arniboat,,,,,,N.W.,,1,,,3,812
299,299,Boddam - Coll House,35 x 15 x 8,granite - gneiss,,,,S.E.,,1,,Stewart,4,812
300,300,Boddam - Rum Island - E. from Coll,,,,,,N. - E.,,1,,Macculloch,5,812
301,301,Boddam - Rum Island - E. from Coll,,porphyry,,,height above sea level : 1300 feet - height above sea level : 990 feet - height above sea level : 400 feet,,,1,,,8,812
302,302,Boddam - Rum Island - E. from Coll,,granite - gneiss,,,height above sea level : 890 feet,,,1,,,10,812
303,303,Boddam - Lidinburgh,,,,,,,,1,,,1,813
304,304,Boddam - S.W. - Hill - Loch Alsh - Skye,,granite,,,height above sea level : 300 feet - height above sea level : 900 feet,"N.E. - S.W.,",,1,,M‘Pherson,2,813
305,305,Boddam - Torridon - Old Red Sandstone - Skye,,Sandstone,,,,,,1,,Geikie,3,813
306,306,Boddam - Sanda - Canna harbour - Rum Island,6 x 4 x 2,red sandstone - schist,,,,,,1,,"Canna., Convener",5,813
307,307,Boddam - Sanda - Canna harbour - Rum Island,,red sandstone,,,,,,1,,Macculloch,6,813
308,308,Boddam - Barra. - Ben Erival,Height : 26 feet - length : 38 feet - width : 18 feet,gneiss - granite,volume : one cubic yards,weight : 2 tons - weight : 890 tons,height above sea level : 600 feet,,,1,,,8,813
309,309,Boddam - Barra. - Ben Erival,,,,,,,,1,,,9,813
310,310,Boddam,,,,,,,,1,gravel,,1,814
311,311,Boddam - N.W. - N.E.,,,,,,"N.W. - N.E.,",,1,,,3,814
312,312,Boddam - Boulder - N.W. - ¢Big Boulder”,,,,,height above sea level : 255 feet,N.W.,,1,knoll - gravel,,4,814
313,313,Boddam - Big Boulder - ¢Big Boulder”,5 x 4 x 2,,,,,N.E.,,1,,,5,814
314,314,Boddam - Big Boulder - “Big Boulder”,8 x 6 x 3 - height : 3 feet,,,,height above sea level : 228 feet,S.E.,,1,,,6,814
315,315,Boddam - N.W. - Ben Erival - Atlantic,,,,,height above sea level : 500 feet,N.W.,,1,,,7,814
316,316,Boddam - Eoligarry Farm,20 x 10 x 5,,,,height above sea level : 330 feet,W.S.W.,,1,,Ben More,8,814
317,317,Boddam - Edinburgh - Session,,,,,,"N.W., - S.E.",,1,,,1,815
318,318,Boddam - Castle Bay - Barra - N.W.,,,,,,N.W.,,1,,,2,815
319,319,Boddam - Scurrival - N.W,,gneiss,,,height above sea level : 240 feet,N.W. - S.,,1,,,5,815
320,320,Boddam - Scurrival - N.W,,,,,height above sea level : 150 feet,S.E.,,1,,,6,815
321,321,Boddam - Scurrival - N.W,,gneiss,,,,W.N. - W.,,1,,,7,815
322,322,Boddam - Loch Boisdale. - Kennet Hill,13 x 8,,,,,,,1,,,9,815
323,323,Boddam - N.W.,16 x 6 x 5,,,,,N.W.,,1,,,1,816
324,324,Boddam - Askernish - Mingary Hill,,,,,,,,1,,,2,816
325,325,Boddam - Askernish,14 x 12 x 8,granite,,,,,,1,,,3,816
326,326,Boddam - Grogary - Lady Gordon Cathcart - Loch Skiport,,,,,,,,1,,,6,816
327,327,Boddam - Loch Eport - North Uist,,,,,,,,1,knoll,,7,816
328,328,Boddam - Newton - North Uist,9 x 5,,,,,"N.N. - W, - N.W. - S.W.",,1,,Sizth Report,3,817
329,329,Boddam - Canneum - Loch Maddy - Laurentian,,gneiss,,,,,,2,knoll,Alex,4,817
330,330,Boddam - Borve - N. - Atlantic,,gneiss,,,height above sea level : 800 feet,"W. - N.,",,1,,,6,817
331,331,Boddam - Tarbert,,,,,,"N. - W,",,1,,,8,817
332,332,Boddam - Tarbert - N.W.,,,,,height above sea level : 800 feet,N.W.,,1,,,9,817
333,333,Boddam - Tarbert,,hornblende,,,,,,1,,"Heddle, Sizth Report",10,817
334,334,Boddam - Fincastle - Loch Tarbert - N.W,,,,,,N.W.,,1,,,1,818
335,335,Boddam - Fincastle - Loch Tarbert - N.W,,granite - gneiss,,,,,,3,knoll,Professor Heddle,2,818
336,336,Boddam - Harris shore - Scalpa,,granite,,,,,,1,bed,,3,818
337,337,Boddam - Shzant Islands. - Heddle - Long Island - Stornoway,,Conglomerate,,,,,,1,,,4,818
338,338,Boddam - Shzant Islands. - Heddle - Long Island - Stornoway,,trap,,,,,,1,,,5,818
339,339,Boddam - Near Ardvourlie - Loch Seaforth - S.W,,,,,,"N. - W, - S.W.",,1,,,7,818
340,340,Boddam - W.N.W.,,,,,,W.N.W.,,1,,Sketch,10,818
341,341,Boddam - Shiel,,,,,,,,1,,,11,818
342,342,Boddam - Loch Roag - Dramainan Voltas,,,,,height above sea level : 270 feet,,,1,,,2,819
343,343,Boddam - Betnn-a-Bhune,,,,,height above sea level : 400 feet,W.N.W.,,1,,Geikie,7,819
344,344,Boddam - Barvas Hills - Storno,,,,,,N. - W.,,1,,,8,819
345,345,Boddam - Barvas Hulls,,,,,,"N. - W,",,1,gravel,,9,819
346,346,Boddam - Barvas Hills - N.W. - W.S.W.,height : 50 feet,,,,,"N.W., - N.N.E,",,1,knoll,,2,820
347,347,Boddam - Barvas,,granite,,,,,,1,,,5,820
348,348,Boddam - Dalbeag Hulls - Barvas,,,,,,,,1,,,7,820
349,349,Boddam - Stornoway - Rocking Stone - “Rocking Stone.”,18 x 5 x 4,gneiss,,,height above sea level : 358 feet,N.E. - N.N.W. - N. - W.,,1,,Convener,8,820
350,350,Boddam - Eye Peninsula - Stornoway - Old Red Sandstone,,Sandstone - gneiss,,,,N.W.,,1,,,9,820
351,351,Boddam - Edinburgh - Session,,,,,height above sea level : 200 feet,,,1,clay,,1,821
352,352,Boddam - Long Island - Barra Head - Butt of Lewis,,,,,,,,1,,,5,821
353,353,Boddam - Hebrides - Tiree - Mingley - Barra - South - North Uist - N.W.,,,,,,N.W.,,1,,Alex,6,821
354,354,Boddam - Skye. - Loch Scavaig,,,,,,"W. - N.,",,1,,Coriusk,7,821
355,355,Boddam - N.E. - Skye - Aird Point - Portree,,,,,,N.E.,,1,,Heddle,8,821
356,356,Boddam - Stainchol Island - Cambrian Conglomerate - Shiant Islands - Lewis,,Conglomerate,,,,,,1,,,9,821
357,357,Boddam - Stornoway,,granite - slate,,,,N.N.W.,,1,,"Macculloch, James Forbes, Macculloch, Macculloch",1,822
358,358,Boddam - Gussern,,,,,,,,1,,James Baird,2,822
359,359,Boddam - Gussern,height : five feet,,,,,,,1,,Baird,5,822
360,360,Boddam - Inverie - Gussern,,,,,height above sea level : 500 feet,,,1,,,6,822
361,361,Boddam - Invergussern,,sand,,,,,,1,gravel - sand,,7,822
362,362,Boddam - N.W. - Glen Sanda,27 x 27 x 11 - height : 11 feet,,,,,"N.W.,",,1,,,2,823
363,363,Boddam - N.W. - Glen Sanda,,granite,,,height above sea level : 2718 feet,,,1,,,3,823
364,364,Boddam - Glen Oban,high : 100 feet,Granite - mica - schist,,,height above sea level : 400 feet,N. - W.,,1,knoll,"Duns, N.",4,823
365,365,Boddam - Fort-William,,,,,,,,1,,Colin Livingston,2,824
366,366,Boddam - Ben Nevis - Glen Nevis - Glen Spean,,,,,,,,1,,,3,824
367,367,Boddam - Glen Nevis,,quartzite,,,height above sea level : 3274 feet,,,1,,,6,824
368,368,Boddam - Stob Ban,,gneiss - quartz,,,,,,1,,,8,824
369,369,Boddam - N.W.,,granite,,,,N.W.,,1,,Ben Nevis.,10,824
370,370,Boddam - Edinburgh - Session,"16 x 10 x 10, 15 x 7 x 5, 13 x 7 x 4",,,weight : 118 tons,height above sea level : 1200 feet - height above sea level : 2000 feet,N.W.,,1,gravel,"Doig, Fort-William",1,825
371,371,Boddam - Edinburgh - Session,,,,,,,,1,,"Doig, Ben Nevis",2,825
372,372,Boddam - Treshlik Hill - Linnhe Loch - Fort-William,high : 52 feet,granite - slate,,,,W.S.W.,,1,clay,M Livingstone,3,825
373,373,Boddam - Treshlik Hill - Linnhe Loch - Fort-William,,granite,,,,S. - E.,,1,pebbles,,4,825
374,374,Boddam - Boleskien - Abertarff - Strath,"20 x 10 x 7, 12 x 6 x 6",granite,,,,"N. - S,",,1,,,5,825
375,375,Boddam - Boulders,,,,,height above sea level : 2900 feet - height above sea level : 2350 feet,,,1,,"Captain White, R.E.",6,825
376,376,Boddam,,,,,,S.S.E.,,1,,,1,826
377,377,Boddam - Ellon - Craig Dhu,12 x 9 x 6 - high : 6 feet,sienitic - granite - gneiss,,,height above sea level : 2100 feet,,,1,,"Jamieson, L. G.",2,826
378,378,Boddam - Aberdeen,,,,,,,,1,,"Nicol, Craig Dhu",3,826
379,379,Boddam - Craig Dhu - N.W,,black granite - red porphyry - mica - slate,,,,,,1,,,4,826
380,380,Boddam - W.by N.,,white quartz,,,height above sea level : 1391 feet,W. - N. - S.,,1,,Craig Dhu,5,826
381,381,Boddam - Bohun,,granite,,,height above sea level : 2000 feet,,,1,,"Jamieson, Craig Dhu",6,826
382,382,Boddam - ZLoch Treirg,,gneiss,,,height above sea level : 3155 feet,,,1,,Jamieson,7,826
383,383,Boddam,,,,,,,,1,,,2,827
384,384,Boddam - Glern Roy,,granite,,,height above sea level : 1320 feet,,,1,clay - gravel,Edin. Roy,3,827
385,385,"Boddam - Lochaber - Ben Erin - Glen Roy - Glen Glouy - N.N.W. - London - ¢Parallel Roads” - “On the Parallel Roads of Glen Roy,”",4 x 3 x 2,granite - gneiss,,,height above sea level : 1600 feet,N.N.W.,,1,,"Charles Darwin, Darwin, Phil. Trans., Roy. Soc.",4,827
386,386,Boddam - Ardverikie - Loch Laggan,,granite,,,height above sea level : 3000 feet,,,2,,John Ramsden,5,827
387,387,Boddam - Wester Beinin Hill - Loch Laggan - W.S,,granite,,,height above sea level : 1516 feet,"W.S. - W,",,1,,John Ramsden,6,827
388,388,Boddam - Loch - Glen Siean,,,,,,,,1,,Jamieson,7,827
389,389,Boddam - Black Mount - Rannoch. - Boulders,,white granite,,,height above sea level : 3425 feet,"N.W,",,1,,Heddle,3,828
390,390,Boddam - Loch Dochart,,,,,,,,1,,,4,828
391,391,Boddam - West Highlands,,black granite,,,,,,1,,,5,828
392,392,Boddam - Linnhe Loch - Appin,,granite,,,,,,2,,Judd,6,828
393,393,Boddam - Lochaber - Mull - Ardnamurchan,,granite,,,height above sea level : 2000 feet,,,1,,Craig Dhu,7,828
394,394,Boddam - Ardgour - Linnhe Loch. - Heddle - St Andrews,,,,,height above sea level : 1800 feet,"N.N.W.,",,1,,,8,828
395,395,Boddam - Edunburgh,,green hornblende,,,height above sea level : 1500 feet - height above sea level : 2017 feet,,,1,,,1,829
396,396,Boddam - Ben Nevis,,,,,,,,1,,Heddle,2,829
397,397,Boddam - Linnhe Loch - Loch Sunart - Glen Tarbert,,,,,height above sea level : 2000 feet,,,1,,"Loch Creran., Heddle",3,829
398,398,Boddam - Glencoe District. - Loch Tulla - Aonach-Eagachk - Meal Dearg - Heddle - Siath Report,,white granite,,,,,,1,,Heddle,5,829
399,399,Boddam - Aonach-Eagach,,,,,,,,1,,,1,830
400,400,Boddam - Rannoch - S.E. - Loch Rannoch - Gea Charn - Creag Mhor - Loch Tulla - Schehallion,,white granite,,weight : 7 tons,height above sea level : 3407 feet,"S.E. - N. - S.,",,1,,Heddle,2,830
401,401,Boddam - Schehallion,,,,,,"W. - N,",,1,,Robert Chambers,3,830
402,402,Boddam - Glencoe Valley - Glencoe Hills,,Conglomerate - sand - granite,,,height above sea level : 2000 feet - height above sea level : 2000 feet,,,1,gravel - sand,Plate X.,4,830
403,403,Boddam - Fort Augustus. - S.W - Corryarrick - N.W. - Loch Ness - Urquhart,,gneiss,,,height above sea level : 207 feet,"S.W, - N.W.,",,1,bank - gravel,,2,831
404,404,Boddam - Fort Augustus. - S.W - Corryarrick - N.W. - Loch Ness - Urquhart,,granite - gneiss,,,height above sea level : 970 feet,W. - N.,,1,,N.,4,831
405,405,Boddam - Fort Augustus. - S.W - Corryarrick - N.W. - Loch Ness - Urquhart,,,,,height above sea level : 1170 feet,"N, - W.",,1,,,5,831
406,406,Boddam - S.,,,,,height above sea level : 660 feet,W. - S.,,1,bed - clay,,7,831
407,407,Boddam - Loch Ness - Urquhart,,conglomerate - gneiss - Conglomerate,,,height above sea level : 800 feet,,,1,bank,,10,831
408,408,Boddam,,,,,height above sea level : 340 feet,,,1,,,2,832
409,409,Boddam - Gllen Morriston - Glendoe - Loch Ness. - Glen Morriston - Clunie Inn,,,,,,,,1,,Heddle,3,832
410,410,Boddam - Glendoe - Glen Morriston,,sand,,,height above sea level : 1205 feet,,,1,gravel - sand,,4,832
411,411,Boddam - Clachnaharry - Loch Clunie - Glendoe,high : 16 feet,,,,,,,1,,,6,832
412,412,Boddam - Stratherrick - Elgin,,Conglomerate,,,,,,1,,Jolly,7,832
413,413,Boddam - Loch Ness - Tomna - zurich - Inverness - Nairn - Forres,,red granite,,,,,,1,bank - gravel,,8,832
414,414,Boddam - Loch Ness - Inverness,,Conglomerate,,,,,,1,bank,,9,832
415,415,Boddam - Inverness,,,,,,,,1,pebbles,George Anderson,10,832
416,416,Boddam - Inverness - High Street - River Ness - Court-House - Town Arms - “ Clack-na-Cudaine”—*,,greenstone - black granite,,,,,,1,,Stone,3,833
417,417,"Boddam - Clachnaharry - Inverness - Moray - Beauly Firths - “The Watchman’s Stone,”",,,,,,,,1,,,4,833
418,418,"Boddam - ¢The Duke of Cumberland’s Stone,”",height : 6 feet - girth : 60 feet,Conglomerate,,,height above sea level : 450 feet,W.N.W. - W. - N.,,1,,,6,833
419,419,Boddam - *“Tom Riach.”,height : 21 feet,Conglomerate - gneiss,,weight : 652 tons,,,,1,,Tom Riach,1,834
420,420,Boddam - Inverness - Old Red Sandstone,girth : 51 feet - height : 9 feet,Conglomerate - Sandstone - sand,,,height above sea level : 774 feet - height above sea level : 900 feet,"S. - E. - W.,",,1,gravel - sand,,2,834
421,421,"Boddam - Boulder - Dallry Farm - Moy estate Boulder - “Clach Schuilt,” - “Cloven Stome.”",30 x 18 x 9 - Height : 2090 feet,granite,,,,,,1,,,3,834
422,422,Boddam - Duntelchal Hill - Inverness,7 x 4,Conglomerate - Granite - granite,,,height above sea level : 900 feet,"N, - W. - S.E. - N.W. - N.W.,",,1,,,4,834
423,423,Boddam - hLill,,,,,height above sea level : 1620 feet,,,1,,Plate X.,6,834
424,424,Boddam - Nairn,,gneiss,,,height above sea level : 2260 feet,,,1,,Jolly,9,834
425,425,Boddam - Edinburgh - Session,,gneiss - mica - slate,,,,,,1,,Plate X.,1,835
426,426,Boddam - Inverness - Duntelchaig,24 x 21 x 8,,,weight : 340 tons,height above sea level : 645 feet,"S.W. - W.N. - W,",,1,,,3,835
427,427,"Boddam - Craig-a-Clachan - ¢ Craig-a-Clachan,” - ¢Waiéch Stone”—madeknown",,Conglomerate - gneiss,,,height above sea level : 1100 feet,"N.E. - W. - N. - W.N.W.,",,1,,Jolly,4,835
428,428,"Boddam - Craig-a-Clachan - ¢ Craig-a-Clachan,” - ¢Waiéch Stone”—madeknown",,,,,,,,1,,,5,835
429,429,"Boddam - Loch Clachan - ¢Loch Clachan,”",,granite,,,,,,1,,,6,835
430,430,"Boddam - Loch Clachan - ¢Loch Clachan,”",21 x 20 x 14,gneiss,,,height above sea level : 983 feet - height above sea level : 1259 feet,"E. - W,",,1,pebbles,,8,835
431,431,Boddam - N.W.,,Conglomerate - gneiss,,,,N.W.,,1,,,10,835
432,432,Boddam,,,,,,,,1,,,1,836
433,433,Boddam - Inverness,,,,,,E.,,1,,Wallace,2,836
434,434,Boddam - Inverness,11 x 9 x 6 - Height : 6 feet,granite - felspar - mica - slate - sand,,,height above sea level : 1080 feet,"E. - W,",,2,clay - sand - gravel,,3,836
435,435,Boddam - Belville - Newtonmoor Railway Station,length : 14 feet - height : 8 feet,,,,height above sea level : 1000 feet,"S.S.W.,",,1,,,5,836
436,436,Boddam - Laggan Free Church,9 x 6 x 6,granite,,,,"E. - W.,",,1,,,6,836
437,437,Boddam - KINCARDINESHIRE - “Bishop’s Stone”;,circumference : 44 feet - height : 8 feet,granite - felspar - mica,,weight : 70 tons,,,,1,,Banchory-Devenick,7,836
438,438,Boddam - KINCARDINESHIRE - “Bishop’s Stone”;,11 x 9 x 6 - Height : 6 feet,granite - felspar - mica - slate - sand,,,height above sea level : 1080 feet,"E. - W,",,2,clay - sand - gravel,,3,836
439,439,Boddam - Craig Dhu - Spey - Maryculter,51 x 6 x 6,slate,,,,"N. - S,",,1,clay,,4,836
440,440,Boddam - KINCARDINESHIRE - “Bishop’s Stone”;,circumference : 44 feet - height : 8 feet,granite - felspar - mica,,weight : 70 tons,,,,1,,Banchory-Devenick,7,836
441,441,Boddam - Loch Narroch,,granite,,,,,,1,,Galloway.,2,837
442,442,Boddam - Loch Narroch,,,,,,,,1,,,3,837
443,443,Boddam - Merrick - Galloway,,,,,,,,1,,,4,837
444,444,Boddam - Craigenbay Farm,long : 17 feet,whinstone,,,height above sea level : 800 feet,"N. - S,",,1,,Rells.,5,837
445,445,Boddam - Kirkbean. - Arbigland,16 x 9,granite - sandstone,,,,,,1,,,6,837
446,446,Boddam - Criffel Hill - N.N.W,,granite,,,,N.N.W.,,1,,,7,837
447,447,Boddam - Penninghame. - Minnigaff Hills - N.E,,Granite,,,,N.E.,,1,,,8,837
448,448,Boddam - Gallo - Hills - Several Druidical,,,,,,,,1,,"Twynholm., GQranite",9,837
449,449,Boddam - Borgue. - Boulder,Girth : 3 feet,granite - trap,,,,N.W.,,1,,,10,837
450,450,Boddam - Criffel - Cumberland,,granite,,,,,,1,,,13,837
451,451,Boddam - Eden,,granite,,,,,,1,,,1,838
452,452,Boddam - Maryport - Solway - Kirkcudbrightshire Hills,,granite,,,,,,1,pebbles,,2,838
453,453,Boddam - Criffel - Liverpool,,granite,,,,,,1,,"J. Geikie, Horne",3,838
454,454,Boddam - Liverpool - England - S.W. of Scotland,,granite,,,,S.W.,,1,,Mellard Reade,4,838
455,455,Boddam - Aberdeenshire - Sutherland,,granite - Silurian,,,,,,1,,"Dudgeon, Criffel",5,838
456,456,Boddam - Glasgow.,,sandstone - quartzite - green mica,,,,"N. - W, - N.E., - N.W., - N.E.",,1,clay,John Young,2,839
457,457,Boddam - Bonaw - Kilpatrick Hills - N.W,,red conglomerate - granite,,,,N.W.,,1,,,4,839
458,458,"Boddam - ¢Ballen- reich Boulder,”",girth : 12 feet,granite,,,,N.W. - S.E.,,1,clay,Mackintosh,6,839
459,459,Boddam - Glasgow.,,sandstone - quartzite - green mica,,,,"N. - W, - N.E., - N.W., - N.E.",,1,clay,John Young,2,839
460,460,"Boddam - Brickwork - Garscube Road - N.W. - Possil - *Witch’s Stone,”",,sandstone - trap,,,height above sea level : 431 feet,"N.W., - W.N.W.",,1,,James Melvin,3,839
461,461,Boddam - Bonaw - Kilpatrick Hills - N.W,,red conglomerate - granite,,,,N.W.,,1,,,4,839
462,462,Boddam - Bonaw - Kilpatrick Hills - N.W,,,,,,,,1,,,5,839
463,463,"Boddam - ¢Ballen- reich Boulder,”",girth : 12 feet,granite,,,,N.W. - S.E.,,1,clay,Mackintosh,6,839
464,464,Boddam - River Almond - Kirkliston - Old Red Sandstone - Callander - N.W. - Scotland - Greenland - Perthshire - Argyleshire - Habbie - Howe,51 x 41 x 4,Sandstone - conglomerate,,,height above sea level : 2000 feet,"N.W.,",,1,,Maclaren,2,840
465,465,"Boddam - ¢ Catstone,”",length : 3 inches - circumference : 12 feet,greenstone - mica - slate,,,,"N. - W,",,1,bed,"Kirkliston., James Y. Simpson",4,840
466,466,Boddam - River Almond - Kirkliston - Old Red Sandstone - Callander - N.W. - Scotland - Greenland - Perthshire - Argyleshire - Habbie - Howe,51 x 41 x 4,Sandstone - conglomerate,,,height above sea level : 2000 feet,"N.W.,",,1,,Maclaren,2,840
467,467,"Boddam - ¢ Catstone,”",length : 3 inches - circumference : 12 feet,greenstone - mica - slate,,,,"N. - W,",,1,bed,"Kirkliston., James Y. Simpson",4,840
