,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
197,197,"Llanbryde, St Andrews - Llanbryde - St Andrews. - Gneiss - Old Spynie Loch",15 x 9 x 7,Gneiss,,,,N.N.E.,,1,bed,,3,797
198,198,New Spynie - New Spynie. - Old Red Sandstone,,Conglomerate - Sandstone,,,,,,1,,"(First Report, pa 31)",4,797
199,199,New Spynie - New Spynie. - Old Red Sandstone,,hornblende - gneiss,,,,,,6,,,5,797
200,200,Dyke - Near Darnaway Castle,,granite - gneiss,,,,,,1,,,6,797
201,201,"Elgin - Elgin. - Boulder - Bogton Farm - N.W. - ¢Carlin’s Stone,” - ¢Young Carlin’s Stone.”",,Conglomerate - quartzite,,,height above sea level : 230 feet,N.W.,,1,pebbles,,8,797
202,202,"Elgin - Elgin. - Boulder - Bogton Farm - N.W. - ¢Carlin’s Stone,” - ¢Young Carlin’s Stone.”",,granite - gneiss - sand,,,,,,1,clay - sand,,9,797
203,203,Elgin - Carden Hill - N.W,,,,,,W. - N. - N.W.,,1,,,10,797
204,204,Elgin - Quarrywood Hill - N.W.,,Sandstone - Conglomerate,,,,N.W.,,4,,,13,797
205,205,798 Forres - Upper Caliper Farm - Cromarty - N.W. - Moray Firth,,Conglomerate - reddish quartzite,,,,N.W. - N.,,1,pebbles,,1,798
206,206,Forres to Nairn - Forres - Nairn.,,sand,,,,,,1,sand - gravel - stratified - Pebbles,"(Second Report, pa 155)",2,798
207,207,Lossiemouth - Lossiemouth.,,Conglomerate,,,,,,1,,,3,798
208,208,Lossiemouth - Limestone - Ross - Sutherland,,,,,,,,1,clay,,4,798
209,209,Lossiemouth - Duffus Schoolhouse,,,,,height above sea level : 125 feet,,,1,,,5,798
210,210,"Lossiemouth - N.W. - ‘¢ Witch-stone,”",,Conglomerate - sand,,,,"N.W.,",,1,bed - sand,,6,798
211,211,Lossiemouth - Clarkely Hill - N.W,,sandstone - granite - gneiss,,,,W. - N.W.,,1,,"(Second Report, pa 155)",7,798
212,212,Lossiemouth - Morayshire,,,,,,,,1,,William Jolly,8,798
213,213,"Lossiemouth - Loch Ness - Mealfourvonie - Nairn - Moray - Banff - Culloden - Cumberland Stone - Virgin - ¢Laigh of Moray.’” - *Culloden or Cumberland Stone,” - “ Clach-an-Oidhe” - “Stone of the Virgin,” - *“Grey Stone” - woods,—* Clach-na-Calliach,” - ¢Stone of the Witch,”— - “Clach-nan-Gllean or Bog’s-stone,”",20 x 15 x 9,Conglomerate - quartzite,,,height above sea level : 3060 feet,,,2,bank,Tom Reoch,9,798
214,214,"Lossiemouth - Loch Ness - Mealfourvonie - Nairn - Moray - Banff - Culloden - Cumberland Stone - Virgin - ¢Laigh of Moray.’” - *Culloden or Cumberland Stone,” - “ Clach-an-Oidhe” - “Stone of the Virgin,” - *“Grey Stone” - woods,—* Clach-na-Calliach,” - ¢Stone of the Witch,”— - “Clach-nan-Gllean or Bog’s-stone,”",,Conglomerate,,,,,,1,,,10,798
215,215,Lossiemouth - Lidvnburgh,,quartzite - porphyry,,,,,,1,clay,Jolly,1,799
216,216,"Lossiemouth - *Blue Stone of Bal- comie,”",10 x 8 x 6 - 12 x 8 x 8,Conglomerate - Granite - trap,,,,S. - N.,,1,clay,Jolly,2,799
217,217,"Mr Crail - *Blue Stone of Bal- comie,”",10 x 8 x 6 - 12 x 8 x 8,Conglomerate - Granite - trap,,,,S. - N.,,1,clay,Jolly,2,799
218,218,Dunfermline - Dunfermline. - *“The Witch Stone.”,7 x 15 x 6,Whinstone,,,,,,1,,,3,799
219,219,Newburgh - Newburgh. - Boulder - Perthshire - North,,sienitic - gneiss,,,,N. - W.,,1,,,5,799
220,220,West Lomond - West Lomond. - Red Sandstone - Carboniferous Limestone,,Sandstone - porphyry,,,,,,1,,"(First Report, pa 32)",6,799
221,221,West Lomond - West Lomond. - Red Sandstone - Carboniferous Limestone,,sienitic,,,,W. - N.,,1,,"(Fourth Report, pa 22)",7,799
222,222,FIFESHIRE. Balmerino - Bogward Den. - St Andrews - Drum Carro Craig - N.W,12 x 9 x 8,Mica - schist - Conglomerate,,,,N.W.,,1,,"(First Report, pa 32)",8,799
223,223,800 Kincraig,girth : 23 feet - height : 4 feet,granite - trap - tuff,,,,,,1,,,1,800
224,224,Elie - N.W,8 x 4 x 24,Whinstone - Granite - sienitic - gneiss,,,,N.W.,,1,,"(Fourth Report, pa 23)",2,800
225,225,Elie - Fast Lomond Hill - Ezghth Report,,granite - trap,,,height above sea level : 1075 feet,,,1,knoll - pebbles,"(Ezghth Report, pa 28)",3,800
226,226,Elie - Auchluisky Hill,,red granite - Granite - gneiss,,,height above sea level : 1025 feet,W.N. - W.,,1,,"(First Report, pa 33)",4,800
227,227,Elie - Benty Knowe - Auchluisky Hill,,red granite,,,,,,1,,,5,800
228,228,Elie - Bencleuch - Ben Lomond,,white quartz,,,height above sea level : 2200 feet - height above sea level : 2240 feet,,,2,,Heddle,7,800
229,229,Elie - Loch Earn - Glen Falloch,,gneiss,,,,,,1,,,8,800
230,230,Ochils - Alva - Silver - Tillicoultry Glens,,granite - mica - schist,,,,,,1,,"(Eighth Report, pa 5)",9,800
231,231,Elie - N.W,8 x 4 x 24,Whinstone - Granite - sienitic - gneiss,,,,N.W.,,1,,"(Fourth Report, pa 23)",2,800
232,232,Fast Benholm - Fast Lomond Hill - Ezghth Report,,granite - trap,,,height above sea level : 1075 feet,,,1,knoll - pebbles,"(Ezghth Report, pa 28)",3,800
233,233,Auchluisky Carmyllie - Auchluisky Hill,,red granite - Granite - gneiss,,,height above sea level : 1025 feet,W.N. - W.,,1,,"(First Report, pa 33)",4,800
234,234,of Cortachy - Edinburgh - Session,13 x 10 x 8,trap,,,,"E. - W., - N. - W,",,1,,E. and W.,1,801
235,235,of Cortachy - Earl of Airlie’ - N.W,,Mica - schist,,,,N.W.,,1,,"(First Report, pa 33)",2,801
236,236,Farnell - Farnell. - Boulder - N.W,,,,,,N.W.,,1,,,3,801
237,237,Farnell - Farnell. - Boulder - N.W,,granite,,,,,,2,,,4,801
238,238,Kirriemuir - Kirriemuir. - Aberdeenshire,,,,,,,,1,,,6,801
239,239,Liff - *Gows of Gowrie.”,,mica - schist,,,,,,1,,"(First Report, pa 34)",8,801
240,240,Menmuir - Menmuir.,,granite,,,,,,2,,,9,801
241,241,Montrose - On Garnock - Sunnyside Hill - N.W,,red shale,,,,"W, - N. - N.W.",,1,,"(First Boulder Report, pa 34)",10,801
242,242,Rescobie - Pitscandly Hill - Old Red Sandstone,13 x 7 x 7,Mica - slate - Sandstone,,,,W.N.W.,,1,,Charles Lyall,11,801
243,243,"'St Vigeans - St Vigeans. - Gneiss - N.W - ““Johnny Moat,”",,Gneiss - gneiss - granite,,,,N.W.,,1,,"(First Report, pa 18)",12,801
244,244,"'St HADDINGTONSHIRE. Prestonpans - St Vigeans. - Gneiss - N.W - ““Johnny Moat,”",,Gneiss - gneiss - granite,,,,N.W.,,1,,"(First Report, pa 18)",12,801
245,245,802 Linton - Drylaw Farm,53 x 3,,,,,"N.N.W. - N.W. - N.N. - W,",,1,clay,,1,802
246,246,802 Linton - Garlton Hill,,shale - greenstone - granite,,,,W. - N.,,1,clay - pebbles,,2,802
247,247,802 Linton - A C - E.N.E.,,,,,,"E.N.E., - W.N.W. - E.S.E.",,1,,,3,802
248,248,802 Linton - Garlton Hill,,shale - greenstone - granite,,,,W. - N.,,1,clay - pebbles,,2,802
249,249,the west of Linton station The rock is rocky surface in a direction E. 15° N,,,,,,E. - W.,,1,pebbles,,2,803
250,250,the west of Linton station The rock is rocky surface in a direction E. 15° N,,,,,,,,1,pebbles,,1,804
251,251,North Berwick Law - Tantallan Castle,,basalt - porphyry,,,,"N. - E,",,1,,,3,806
252,252,HEBRIDES. 1. Islay - HEBRIDES,13 x 8 x 8 - Height : 8 feet,quartz - hornblende - schist,,,height above sea level : 300 feet,,,4,bed - yellow clay,Islay.,8,806
253,253,HEBRIDES. 1. Islay - Kingston - North Berwick - Arnahoo Farm - Port Askaig,,red granite - porphyry,,,height above sea level : 228 feet,N.,,1,,,2,806
254,254,HEBRIDES. 1. Islay - Tantallan Castle,,basalt - porphyry,,,,"N. - E,",,1,,,3,806
255,255,HEBRIDES. 1. Islay - Persibus Farm - Port Askaig - Islay,,,,,height above sea level : 228 feet,,,4,,,4,806
256,256,HEBRIDES. 1. Islay - Persibus,Height : 1 feet,,,,height above sea level : 410 feet,,,1,,,6,806
257,257,HEBRIDES. 1. Islay - Bridgend - Port Helen,,,,,,,,1,,,7,806
258,258,HEBRIDES. 1. Islay - HEBRIDES,13 x 8 x 8 - Height : 8 feet,quartz - hornblende - schist,,,height above sea level : 300 feet,,,4,bed - yellow clay,Islay.,8,806
259,259,(1) By Mr Murray - Murray.—Shores,,granite,,,,,,1,,,2,807
260,260,(1) By Mr Murray - *Fingal's Putting Stone.”,,,,,,,,1,,,3,807
261,261,(1) By Mr Murray - Kiloran - N.W.,,,,,,N.W.,,1,,,4,807
262,262,(1) By Mr Murray - Colonsay,,granite,,,,,,1,,,6,807
263,263,(1) By Mr Murray - Oronsay Island - Kiloran Bay - Colonsay,,granite,,,,"N.N.W,,",,1,,,7,807
264,264,(1) By Mr Murray - Oronsay - Colonsay,,granite - quartzite - red sand,,,,,,1,red sand,"(Nunth Report, pa 17)",9,807
265,265,3. Mull - Torloisk - Tobermory - Duns,,granite - gneiss - quartzite,,,,N. - S.,,1,,Mull.,10,807
266,266,3. Mull - North Mull - N.W - Runa - Gal - Mishnish - Glen Frisa,,,,,,"N.W,, - S.E.",,1,,,11,807
267,267,3. Mull - Spyon More,,granite,,,height above sea level : 2435 feet,,,1,,,12,807
268,268,3. Mull,,,,,,,,1,,"(NVinth Report, pa 27)",1,808
269,269,4. Iona - Iona.,24 x 18 x 6,granite,,,,N.W. - E.S.E.,,1,,"(First Report, pa 27)",2,808
270,270,4. Iona - Iona,,red granite - slate,,,,"N.E.,",,1,clay,"(Second Report, pa 157)",4,808
271,271,4. Iona - N.E. of Cathedral,,granite,,weight : 20 tons,,N.E.,,1,,,5,808
272,272,4. Iona - S.W.,,granite,,,height above sea level : 300 feet,S.W.,,1,,,7,808
273,273,4. Iona - Iona,,,,,,N.E. - E.N.E.,,1,,,9,808
274,274,4. Iona - N.N.W. - “Dun I”,,red granite,,,height above sea level : 230 feet - height above sea level : 400 tons cubic,N.N.W.,,1,,,11,808
275,275,4. Iona,,red granite,,,height above sea level : 400 feet,,,1,,,2,809
276,276,4. Iona - Dun I” Hill - Ross of Mull - ‘“Dun I”,,red granite,,,height above sea level : 400 feet,S.S.E.,,1,,"Allan M‘Donald, Ross",3,809
277,277,4. Iona - “Dun I.”,,red granite - gneiss - slate,,,,,,1,clay,,5,809
278,278,4. Iona - Dun I” Hill - “Dun I”,,,,,,,,1,,,6,809
279,279,4. Iona - Dun I” Hill - “Dun I”,,granite,,,,,,1,,"Stewart, Coll, Convener, Captain Stewart",7,809
280,280,4. Iona - Coll - Iona - “Dun I”,,granite - gneiss,,,,,,1,,"(Z#ifth Report, pa 4)",8,809
281,281,4. Iona - Iona,high : 100 feet,Conglomerate,,,,,,1,,Macculloch,9,809
282,282,4. Iona,,red granite - blue trap,,,,,,1,,Stajfa,2,810
283,283,4. Iona - Staffa,,red granite - gneiss - quartzite,,,,,,1,,,3,810
284,284,4. Iona - Staffa,high : 36 feet,,,,,,,1,,,4,810
285,285,6. Tiree - Atlantic,,,,,,"N. - W,",,1,knoll,,7,810
286,286,6. Tiree - Atlantic,11 x 8 x 5,,,,,"W.N. - W,",,1,knoll,,8,810
287,287,6. Tiree - S.,9 x 4,granite - gneiss,,,height above sea level : 360 feet,"W. - N, - S. - N.N.W,",,1,knoll,,9,810
288,288,6. Tiree - N.W. - S.W.,8 x 7 x 5 - height : 5 feet,,,,height above sea level : 365 feet,N.W. - N. - S.W.,,1,knoll,,10,810
289,289,6. Tiree - N.W. - S.W.,,,,,,,,2,,,11,810
290,290,6. Tiree - Haynish Hill - N.W - E. and S.E.,,,,,,"W, - N.W, - E. - S.E.",,1,,,12,810
291,291,6. Tiree - Edinburgh - Session,10 x 6 x 6,gneiss,,,,,,1,knoll,,1,811
292,292,"6. Tiree - N.E. - Barra - Tiree - *“The Giant’s Pebbles,”",,,,,,N.E. - N.W.,,1,knoll - Pebbles,,2,811
293,293,6. Tiree - N. - S. - N.W - S.E.,,,,,height above sea level : 130 feet,"N. - S. - N.W, - S.E.",,1,,,3,811
294,294,7. Coll - Visited Bein Hoch - N.W.,,,,,height above sea level : 290 feet,"N.W.,",,2,,Coll.,5,811
295,295,7. Coll - N.W.,16 x 20 x 13,,,weight : 308 tons,height above sea level : 80 feet,N.W.,,1,,,6,811
296,296,7. Coll - N.W.,,granite - gneiss,,,,,,1,,,7,811
297,297,7. Coll - N.W.,,,,,,,,1,,,9,811
298,298,7. Coll - Grassipol,high : 30 feet,,,,,S.E. - S.E.. - N.W.,,1,,,10,811
299,299,7. Coll - Grassipol,,,,,,,,1,knoll,,11,811
300,300,7. Coll - Arinagour - N.W. - Arniboat,,,,,,N.W.,,1,,,3,812
301,301,7. Coll - Coll House,35 x 15 x 8,granite - gneiss,,,,S.E.,,1,,Stewart,4,812
302,302,7. Coll - Rum Island - E. from Coll,,,,,,N. - E.,,1,,Macculloch,5,812
303,303,7. Coll - Rum Island - E. from Coll,,porphyry,,,height above sea level : 1300 feet - height above sea level : 990 feet - height above sea level : 400 feet,,,1,,,8,812
304,304,7. Coll - Rum Island - E. from Coll,,granite - gneiss,,,height above sea level : 890 feet,,,1,,,10,812
305,305,8. Eigg - Lidinburgh,,,,,,,,1,,,1,813
306,306,8. Eigg - S.W. - Hill - Loch Alsh - Skye,,granite,,,height above sea level : 300 feet - height above sea level : 900 feet,"N.E. - S.W.,",,1,,M‘Pherson,2,813
307,307,8. Eigg - Torridon - Old Red Sandstone - Skye,,Sandstone,,,,,,1,,Geikie,3,813
308,308,9. Canna - Sanda - Canna harbour - Rum Island,6 x 4 x 2,red sandstone - schist,,,,,,1,,"Canna., Convener",5,813
309,309,9. Canna - Sanda - Canna harbour - Rum Island,,red sandstone,,,,,,1,,Macculloch,6,813
310,310,10. Barra - Barra. - Ben Erival,Height : 26 feet - length : 38 feet - width : 18 feet,gneiss - granite,volume : one cubic yards,weight : 2 tons - weight : 890 tons,height above sea level : 600 feet,,,1,,"(Fifth Report, pa 12)",8,813
311,311,10. Barra - Barra. - Ben Erival,,,,,,,,1,,,9,813
312,312,10. Barra,,,,,,,,1,gravel,,1,814
313,313,10. Barra - N.W. - N.E.,,,,,,"N.W. - N.E.,",,1,,,3,814
314,314,10. Barra - Boulder - N.W. - ¢Big Boulder”,,,,,height above sea level : 255 feet,N.W.,,1,knoll - gravel,,4,814
315,315,10. Barra - Big Boulder - ¢Big Boulder”,5 x 4 x 2,,,,,N.E.,,1,,,5,814
316,316,10. Barra - Big Boulder - “Big Boulder”,8 x 6 x 3 - height : 3 feet,,,,height above sea level : 228 feet,S.E.,,1,,,6,814
317,317,10. Barra - N.W. - Ben Erival - Atlantic,,,,,height above sea level : 500 feet,N.W.,,1,,,7,814
318,318,10. Barra - Eoligarry Farm,20 x 10 x 5,,,,height above sea level : 330 feet,W.S.W.,,1,,Ben More,8,814
319,319,10. Barra - Edinburgh - Session,,,,,,"N.W., - S.E.",,1,,,1,815
320,320,10. Barra - Castle Bay - Barra - N.W.,,,,,,N.W.,,1,,,2,815
321,321,10. Barra - Scurrival - N.W,,gneiss,,,height above sea level : 240 feet,N.W. - S.,,1,,,5,815
322,322,10. Barra - Scurrival - N.W,,,,,height above sea level : 150 feet,S.E.,,1,,,6,815
323,323,10. Barra - Scurrival - N.W,,gneiss,,,,W.N. - W.,,1,,,7,815
324,324,Loch Boisdale - Loch Boisdale. - Kennet Hill,13 x 8,,,,,,,1,,,9,815
325,325,Loch Boisdale - N.W.,16 x 6 x 5,,,,,N.W.,,1,,,1,816
326,326,Loch Boisdale - Askernish - Mingary Hill,,,,,,,,1,,,2,816
327,327,Loch Boisdale - Askernish,14 x 12 x 8,granite,,,,,,1,,,3,816
328,328,Loch Boisdale - Grogary - Lady Gordon Cathcart - Loch Skiport,,,,,,,,1,,,6,816
329,329,Loch Boisdale - Loch Eport - North Uist,,,,,,,,1,knoll,,7,816
330,330,North Uist - Newton - North Uist,9 x 5,,,,,"N.N. - W, - N.W. - S.W.",,1,,"(Sizth Report, pa 34)",3,817
331,331,North Uist - Canneum - Loch Maddy - Laurentian,,gneiss,,,,,,2,knoll,Alex,4,817
332,332,North Uist - Borve - N. - Atlantic,,gneiss,,,height above sea level : 800 feet,"W. - N.,",,1,,"(Zifth Report, pa 23)",6,817
333,333,North Uist - Tarbert,,,,,,"N. - W,",,1,,,8,817
334,334,North Uist - Tarbert - N.W.,,,,,height above sea level : 800 feet,N.W.,,1,,"(Fifth Report, pa 26, plate vile fig 28)",9,817
335,335,North Uist - Tarbert,,hornblende,,,,,,1,,"(Sizth Report, pa 35)",10,817
336,336,North Uist - Fincastle - Loch Tarbert - N.W,,,,,,N.W.,,1,,,1,818
337,337,North Uist - Fincastle - Loch Tarbert - N.W,,granite - gneiss,,,,,,3,knoll,Professor Heddle,2,818
338,338,(7) Scalpa Island - Harris shore - Scalpa,,granite,,,,,,1,bed,,3,818
339,339,(8) Shzant Islands - Shzant Islands. - Heddle - Long Island - Stornoway,,Conglomerate,,,,,,1,,"(Szxtl Report, pa 36)",4,818
340,340,(8) Shzant Islands - Shzant Islands. - Heddle - Long Island - Stornoway,,trap,,,,,,1,,,5,818
341,341,12. Lewis - Near Ardvourlie - Loch Seaforth - S.W,,,,,,"N. - W, - S.W.",,1,,,7,818
342,342,12. Lewis - W.N.W.,,,,,,W.N.W.,,1,,"(Sketch in Fifth Report, plate viii fig 29)",10,818
343,343,12. Lewis - Shiel,,,,,,,,1,,,11,818
344,344,12. Lewis - Loch Roag - Dramainan Voltas,,,,,height above sea level : 270 feet,,,1,,"(Fifth Report, pa 29)",2,819
345,345,12. Lewis - Betnn-a-Bhune,,,,,height above sea level : 400 feet,W.N.W.,,1,,Geikie,7,819
346,346,12. Lewis - Barvas Hills - Storno,,,,,,N. - W.,,1,,,8,819
347,347,12. Lewis - Barvas Hulls,,,,,,"N. - W,",,1,gravel,,9,819
348,348,12. Lewis - Barvas Hills - N.W. - W.S.W.,height : 50 feet,,,,,"N.W., - N.N.E,",,1,knoll,,2,820
349,349,12. Lewis - Barvas,,granite,,,,,,1,,,5,820
350,350,12. Lewis - Dalbeag Hulls - Barvas,,,,,,,,1,,,7,820
351,351,12. Lewis - Stornoway - Rocking Stone - “Rocking Stone.”,18 x 5 x 4,gneiss,,,height above sea level : 358 feet,N.E. - N.N.W. - N. - W.,,1,,Convener,8,820
352,352,12. Lewis - Eye Peninsula - Stornoway - Old Red Sandstone,,Sandstone - gneiss,,,,N.W.,,1,,,9,820
353,353,12. Lewis - Edinburgh - Session,,,,,height above sea level : 200 feet,,,1,clay,,1,821
354,354,12. Lewis - Long Island - Barra Head - Butt of Lewis,,,,,,,,1,,,5,821
355,355,12. Lewis - Hebrides - Tiree - Mingley - Barra - South - North Uist - N.W.,,,,,,N.W.,,1,,Alex,6,821
356,356,13. Skye - Skye. - Loch Scavaig,,,,,,"W. - N.,",,1,,Coriusk,7,821
357,357,13. Skye - N.E. - Skye - Aird Point - Portree,,,,,,N.E.,,1,,Heddle,8,821
358,358,13. Skye - Stainchol Island - Cambrian Conglomerate - Shiant Islands - Lewis,,Conglomerate,,,,,,1,,,9,821
359,359,13. Skye - Stornoway,,granite - slate,,,,N.N.W.,,1,,"(Sixth Report, pa 38)",1,822
360,360,13. Skye - Gussern,,,,,,,,1,,James Baird,2,822
361,361,13. Skye - Gussern,height : five feet,,,,,,,1,,Baird,5,822
362,362,13. Skye - Inverie - Gussern,,,,,height above sea level : 500 feet,,,1,,,6,822
363,363,13. Skye - Invergussern,,sand,,,,,,1,gravel - sand,"(Second Report, pa 164)",7,822
364,364,13. Skye - N.W. - Glen Sanda,27 x 27 x 11 - height : 11 feet,,,,,"N.W.,",,1,,,2,823
365,365,13. Skye - N.W. - Glen Sanda,,granite,,,height above sea level : 2718 feet,,,1,,,3,823
366,366,13. Skye - Glen Oban,high : 100 feet,Granite - mica - schist,,,height above sea level : 400 feet,N. - W.,,1,knoll,"Duns, N.",4,823
367,367,4. In Glen   5. Mid Lochaber - Glen Oban,high : 100 feet,Granite - mica - schist,,,height above sea level : 400 feet,N. - W.,,1,knoll,"Duns, N.",4,823
368,368,4. In Glen   5. Mid Lochaber - Fort-William,,,,,,,,1,,Colin Livingston,2,824
369,369,4. In Glen   5. Mid Lochaber - Ben Nevis - Glen Nevis - Glen Spean,,,,,,,,1,,,3,824
370,370,4. In Glen   5. Mid Lochaber - Glen Nevis,,quartzite,,,height above sea level : 3274 feet,,,1,,,6,824
371,371,4. In Glen   5. Mid Lochaber - Stob Ban,,gneiss - quartz,,,,,,1,,,8,824
372,372,8. Ben Nevis - N.W.,,granite,,,,N.W.,,1,,Ben Nevis.,10,824
373,373,8. Ben Nevis - Edinburgh - Session,"16 x 10 x 10, 15 x 7 x 5, 13 x 7 x 4",,,weight : 118 tons,height above sea level : 1200 feet - height above sea level : 2000 feet,N.W.,,1,gravel,"Doig, Fort-William",1,825
374,374,8. Ben Nevis - Edinburgh - Session,,,,,,,,1,,"(L7fth Report, pa 65)",2,825
375,375,8. Ben Nevis - Treshlik Hill - Linnhe Loch - Fort-William,high : 52 feet,granite - slate,,,,W.S.W.,,1,clay,M Livingstone,3,825
376,376,8. Ben Nevis - Treshlik Hill - Linnhe Loch - Fort-William,,granite,,,,S. - E.,,1,pebbles,,4,825
377,377,"10. Boleskien, Abertarff, and Dores - Boleskien - Abertarff - Strath","20 x 10 x 7, 12 x 6 x 6",granite,,,,"N. - S,",,1,,,5,825
378,378,"10. Boleskien, Abertarff, and Dores - Boulders",,,,,height above sea level : 2900 feet - height above sea level : 2350 feet,,,1,,"(Second Report, pa 137)",6,825
379,379,11. Lochaber,,,,,,S.S.E.,,1,,"(Eighth Report, pa 37)",1,826
380,380,11. Lochaber - Ellon - Craig Dhu,12 x 9 x 6 - high : 6 feet,sienitic - granite - gneiss,,,height above sea level : 2100 feet,,,1,,"Jamieson, L. G.",2,826
381,381,11. Lochaber - Aberdeen,,,,,,,,1,,"Nicol, Craig Dhu",3,826
382,382,11. Lochaber - Craig Dhu - N.W,,black granite - red porphyry - mica - slate,,,,,,1,,,4,826
383,383,11. Lochaber - W.by N.,,white quartz,,,height above sea level : 1391 feet,W. - N. - S.,,1,,Craig Dhu,5,826
384,384,11. Lochaber - Bohun,,granite,,,height above sea level : 2000 feet,,,1,,"(Eighth Report, pa 639.)",6,826
385,385,11. Lochaber - ZLoch Treirg,,gneiss,,,height above sea level : 3155 feet,,,1,,Jamieson,7,826
386,386,11. Lochaber,,,,,,,,1,,,2,827
387,387,11. Lochaber - Glern Roy,,granite,,,height above sea level : 1320 feet,,,1,clay - gravel,Edin. Roy,3,827
388,388,"11. Lochaber - Lochaber - Ben Erin - Glen Roy - Glen Glouy - N.N.W. - London - ¢Parallel Roads” - “On the Parallel Roads of Glen Roy,”",4 x 3 x 2,granite - gneiss,,,height above sea level : 1600 feet,N.N.W.,,1,,"Charles Darwin, Darwin, Phil. Trans., Roy. Soc.",4,827
389,389,11. Lochaber - Ardverikie - Loch Laggan,,granite,,,height above sea level : 3000 feet,,,2,,John Ramsden,5,827
390,390,11. Lochaber - Wester Beinin Hill - Loch Laggan - W.S,,granite,,,height above sea level : 1516 feet,"W.S. - W,",,1,,John Ramsden,6,827
391,391,11. Lochaber - Loch - Glen Siean,,,,,,,,1,,Jamieson,7,827
392,392,"‘11, Black Mount district near Rannoch - Black Mount - Rannoch. - Boulders",,white granite,,,height above sea level : 3425 feet,"N.W,",,1,,Heddle,3,828
393,393,"‘11, Black Mount district near Rannoch - Loch Dochart",,,,,,,,1,,,4,828
394,394,"‘11, Black Mount district near Rannoch - West Highlands",,black granite,,,,,,1,,,5,828
395,395,"‘11, Black Mount district near Rannoch - Linnhe Loch - Appin",,granite,,,,,,2,,Judd,6,828
396,396,"‘11, Black Mount district near Rannoch - Lochaber - Mull - Ardnamurchan",,granite,,,height above sea level : 2000 feet,,,1,,"(Fourth Report, pa 45)",7,828
397,397,"124, Ardgour district on north side of Linnhe Loch - Ardgour - Linnhe Loch. - Heddle - St Andrews",,,,,height above sea level : 1800 feet,"N.N.W.,",,1,,,8,828
398,398,"124, Ardgour district on north side of Linnhe Loch - Edunburgh",,green hornblende,,,height above sea level : 1500 feet - height above sea level : 2017 feet,,,1,,,1,829
399,399,"124, Ardgour district on north side of Linnhe Loch - Ben Nevis",,,,,,,,1,,Heddle,2,829
400,400,13. Loch Creran - Linnhe Loch - Loch Sunart - Glen Tarbert,,,,,height above sea level : 2000 feet,,,1,,"Loch Creran., Heddle",3,829
401,401,14. Glencoe District - Glencoe District. - Loch Tulla - Aonach-Eagachk - Meal Dearg - Heddle - Siath Report,,white granite,,,,,,1,,Heddle,5,829
402,402,14. Glencoe District - Aonach-Eagach,,,,,,,,1,,"(Sixth Report, pa 46)",1,830
403,403,14. Glencoe District - Rannoch - S.E. - Loch Rannoch - Gea Charn - Creag Mhor - Loch Tulla - Schehallion,,white granite,,weight : 7 tons,height above sea level : 3407 feet,"S.E. - N. - S.,",,1,,Heddle,2,830
404,404,14. Glencoe District - Schehallion,,,,,,"W. - N,",,1,,Robert Chambers,3,830
405,405,14. Glencoe District - Glencoe Valley - Glencoe Hills,,Conglomerate - sand - granite,,,height above sea level : 2000 feet - height above sea level : 2000 feet,,,1,gravel - sand,"(Fifth Report, ppy 52, 53)",4,830
406,406,16. Fort Augustus - Fort Augustus. - S.W - Corryarrick - N.W. - Loch Ness - Urquhart,,gneiss,,,height above sea level : 207 feet,"S.W, - N.W.,",,1,bank - gravel,"(207 feet as boulder seen to the east of Urquhart (Fifth Report, pa 64)",2,831
407,407,16. Fort Augustus - Fort Augustus. - S.W - Corryarrick - N.W. - Loch Ness - Urquhart,,granite - gneiss,,,height above sea level : 970 feet,W. - N.,,1,,"(Fifth Report, pa 63)",4,831
408,408,16. Fort Augustus - Fort Augustus. - S.W - Corryarrick - N.W. - Loch Ness - Urquhart,,,,,height above sea level : 1170 feet,"N, - W.",,1,,,5,831
409,409,16. Fort Augustus - S.,,,,,height above sea level : 660 feet,W. - S.,,1,bed - clay,,7,831
410,410,16. Fort Augustus - Loch Ness - Urquhart,,conglomerate - gneiss - Conglomerate,,,height above sea level : 800 feet,,,1,bank,,10,831
411,411,16. Fort Augustus,,,,,height above sea level : 340 feet,,,1,,,2,832
412,412,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Gllen Morriston - Glendoe - Loch Ness. - Glen Morriston - Clunie Inn",,,,,,,,1,,Heddle,3,832
413,413,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Glendoe - Glen Morriston",,sand,,,height above sea level : 1205 feet,,,1,gravel - sand,"(Fourth Report, pa 23)",4,832
414,414,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Clachnaharry - Loch Clunie - Glendoe",high : 16 feet,,,,,,,1,,,6,832
415,415,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Stratherrick - Elgin",,Conglomerate,,,,,,1,,"(Jolly, in Fifth Report, pa 72)",7,832
416,416,"18. Gllen Morriston and Glendoe, on north side of Loch Ness - Loch Ness - Tomna - zurich - Inverness - Nairn - Forres",,red granite,,,,,,1,bank - gravel,"(Fifth Report, pa 69)",8,832
