,Numbers,Location,Size,Rocktype,Volume,Weight,Height above sea level,Compass,Distance,Number of Boulders mentioned,Extra,Author,Paragraph,Page
163,163,Chapel   Mr tons Cruden - Fannich Mountains - ¢Clach mhor na Biachdoil.”,30 x 10 x 5,gneiss,,,height above sea level : 2700 feet,,,1,,J. F. Campbell,7,53
164,164,Chapel   Mr tons Cruden - Foddarty,14 x 8 x 5,,,weight : 40 tons,height above sea level : 6 feet,,,1,,,8,53
165,165,Chapel   Mr tons Cruden - Boulder - Glenelg,9 x 7 x 8,Gneiss,,,,E. - W..,,1,,,9,53
166,166,Chapel   Mr tons Cruden - Boulder,71 x 7 x 5,Quartz,,,,,,1,bank,Duncan Sinclair,10,53
167,167,Chapel   Mr tons Cruden - ‘“Sandel Stone.”,"28 x 17 x 16, 23 x 101 x 7",granite,,,,,,2,,Sandel Stone,1,54
168,168,Chapel   Mr tons Cruden - Shieldug - Loch Carron,,Porphyry - granite - whinstone,,,,E. - W.,,1,,"Alex. C. M¢Intyre, Shieldag Manse",2,54
169,169,Chapel   Mr tons Cruden - Old Red Sandstone - “Samson’s Putting Stone.”,12 x 81,Sandstone - granite,,,,,,1,,Robert Gordon,3,54
170,170,Chapel   Mr tons Cruden - Tarbat. - E. and W.,,gneiss - granite,,,,E. - W.,,7,clay,George Campbell,4,54
171,171,Chapel   Mr tons Cruden - Shieldug - Loch Carron,,Porphyry - granite - whinstone,,,,E. - W.,,1,,"Alex. C. M¢Intyre, Shieldag Manse",2,54
172,172,"Chapel   Mr tons Cruden - West Coast. - N. - Loch Marce - “Geol. Soe. Jour,” - ¢Hair Stanc.”",long : 50 feet - 13 x 114 x 11,,,,height above sea level : 70 feet,N. - S.,,1,,Loch Fuir,5,54
173,173,Chapel   Mr tons Cruden - *Gowk Stonex.”,,,,,,,,1,,R. L. Jack,2,55
174,174,Chapel   Mr tons Cruden - *Gowk Stonex.”,3 x 2,Mica - Slate,,,height above sea level : 1250 feet,,,1,,R. L. Jack,3,55
175,175,Chapel   Mr tons Cruden - Grampians - N.WV - Jamieson,,mica - schist,,,,,,1,,Geol. Soe. Jour.,4,55
176,176,Chapel   Mr tons Cruden - St Niuiius. - Boulder,,,,,height above sea level : 1250 feet,,,1,,R. L. Jack,5,55
177,177,Chapel   Mr tons Cruden - N.W,,Conglomerate,,,,W. - N. - N.W.,,1,,R. L. Jack,6,55
178,178,Chapel   Mr tons Cruden - Unapool - Stron - ¢Clachi na Putain”,,,,,,,,2,,Angus M‘Ewen,8,55
179,179,Chapel   Mr tons Cruden - N.N.W.,,Sandstone,,,height above sea level : 248 feet,S.E.,,3,,James Joass,10,55
180,180,"Chapel   Mr tons Cruden - N.W. - Cape Wrath - Loch Maree - ¢Geol. Soc. Journal,”",,,,,,N.W.,,1,,Nicol,11,55
181,181,Chapel   Mr tons Cruden - Applecross Hills,9 x 6,Granite - granite,,,,"W. - N.E. - N.E.,",,2,pebbles,Archibald Stewart,2,56
